"","util_linhas_inseguras","idade","vezes_passou_de_30_59_dias","razao_debito","salario_mensal","numero_linhas_crdto_aberto","numero_vezes_passou_90_dias","numero_emprestimos_imobiliarios","numero_de_vezes_que_passou_60_89_dias","numero_de_dependentes","inadimplente"
"15875",0.021517722,67,0,0.345261457,8662,7,0,2,0,0,0
"15876",0.40582767,66,0,0.589882397,5356,5,0,2,0,1,0
"15877",0.114743691,42,0,0.383974402,15000,14,0,2,0,3,0
"15878",0,31,0,0.083298626,2400,4,0,0,0,0,0
"15879",0.014715048,67,0,0.511622094,4000,6,0,1,0,0,0
"15880",0.078538791,75,0,0.27333706,1788,10,0,1,0,0,0
"15881",0.083934384,54,0,0.243412798,6375,4,0,1,0,2,0
"15882",0,67,0,0.0736919,10950,11,0,0,0,0,0
"15883",0.062330365,67,0,1555,NA,3,0,1,0,0,0
"15884",0.99520064,40,1,0.365016873,5333,7,0,1,1,0,1
"15885",0.81855212,40,0,0.961725221,3500,8,0,1,0,3,1
"15886",1.027420737,42,0,0.213957209,5000,3,4,0,0,1,1
"15887",1.014189694,37,1,0.1740638,4325,5,0,0,2,3,1
"15888",0.444543649,47,0,0.366995667,8307,7,0,1,0,2,0
"15889",0.120100345,75,1,0.534766697,2185,7,0,1,0,0,0
"15890",0.9999999,55,0,0.000230734,4333,0,0,0,0,0,1
"15891",0.154542588,41,0,0.841061378,3730,14,0,2,0,1,0
"15892",0.41616903,49,0,0.480593905,3838,12,0,1,0,3,0
"15893",0.9999999,49,0,2720,NA,6,0,2,0,0,0
"15894",0.039147548,61,0,592,NA,4,0,1,0,0,0
"15895",0.002919473,63,0,1260,NA,5,0,1,0,0,0
"15896",0.211893137,46,0,10773,0,8,0,4,0,0,0
"15897",0,39,1,0.130322103,2700,3,0,0,1,0,1
"15898",0.068429613,45,0,0.310477823,4666,7,0,1,0,0,0
"15899",0.534684403,45,0,0.24408256,5280,5,0,0,0,0,0
"15900",0.003769086,42,0,0.000754432,2650,4,0,0,0,0,0
"15901",0.63375575,53,0,1.56579678,1800,8,0,1,0,0,0
"15902",0.526367813,51,0,0.515200649,7400,8,0,1,0,3,0
"15903",0.601965895,46,0,0.299207753,13000,9,0,1,0,2,0
"15904",0.021798547,59,0,0.426794676,4582,6,0,2,0,0,0
"15905",0.002888809,37,0,2853,NA,11,0,1,0,1,0
"15906",0.076911693,58,0,0.243525004,18416,8,0,3,0,1,0
"15907",0,67,0,3032,NA,11,0,2,0,0,0
"15908",0.000706664,37,0,0.087680045,7150,8,0,0,0,0,0
"15909",0.471796594,52,0,0.680066573,7810,11,1,2,0,0,1
"15910",0.434003416,63,0,0.458643883,5500,12,0,2,0,0,0
"15911",0.115035973,62,0,0.345509088,11333,9,0,3,0,1,0
"15912",0.85440416,31,0,0.171443807,7500,5,0,0,0,0,0
"15913",0.775755449,41,2,0.503012434,7800,11,0,2,0,0,1
"15914",0.224035877,37,0,0.133182242,7500,8,0,0,0,0,0
"15915",0.027606785,74,0,0.0029997,10000,5,0,0,0,0,0
"15916",0.018312889,45,0,0.400288236,5550,3,0,2,0,0,0
"15917",0.9999999,28,0,360,NA,4,0,0,0,0,1
"15918",0.000691212,70,0,0.241821397,15833,9,0,2,0,1,0
"15919",0.29183852,53,1,1599,NA,4,8,0,1,2,1
"15920",0.145846305,64,0,2175,NA,8,0,2,0,0,0
"15921",0.728910005,54,0,0.279516428,10256,6,0,1,0,2,0
"15922",0.045186088,53,0,60,NA,8,0,0,0,1,0
"15923",0.012987013,60,0,0.26446791,14583,5,0,2,0,0,0
"15924",0.360011935,41,0,0.425203601,11664,11,0,2,0,3,0
"15925",0.947233159,44,0,0.553398058,10402,14,0,3,0,2,1
"15926",0.158828963,63,0,1.025812753,7166,9,0,3,0,0,0
"15927",0.015529353,83,0,28,NA,9,0,0,0,0,0
"15928",0.682850702,65,0,0.471149478,2200,9,0,1,0,1,1
"15929",0.026697609,63,1,1579,NA,7,0,1,0,3,0
"15930",0.348248214,63,1,0.459357723,8500,12,0,2,0,0,0
"15931",1.24567474,56,2,0.684078353,7963,10,0,1,0,0,1
"15932",0.65791776,47,3,0.261618219,5400,11,0,0,1,0,1
"15933",0,30,0,0.115512773,2700,3,0,0,0,1,0
"15934",0.001904719,76,0,0.342373439,6083,6,0,1,0,0,0
"15935",0.112449799,36,0,0.366591567,6213,15,0,2,0,2,0
"15936",0.036338162,37,0,0.305015599,8333,8,0,2,0,0,0
"15937",0.9999999,26,0,0,4166,1,0,0,0,0,1
"15938",0.508627144,50,0,2557,NA,8,0,1,0,0,0
"15939",0,67,0,4777,NA,15,0,3,0,0,0
"15940",0.585616768,28,0,0.164552623,2916,6,0,0,0,0,0
"15941",0.163184779,48,0,0.210252077,7100,4,0,1,0,0,0
"15942",0.030510865,45,0,0.25403784,4333,5,0,1,0,2,0
"15943",0,45,0,568,NA,5,0,1,0,0,0
"15944",0.909003988,45,6,0.659060876,11350,15,1,3,0,0,1
"15945",0.3295642,37,0,0.324647781,6600,10,0,1,0,1,0
"15946",0.319809733,51,0,0.804428044,3251,12,0,1,0,0,0
"15947",0.436118838,63,1,1.213085906,6250,20,0,1,0,1,1
"15948",0.050801304,66,0,0.136996904,5167,7,0,0,0,0,0
"15949",0.9999999,64,0,0.471122112,3635,5,0,1,0,0,0
"15950",0.538922156,26,0,0.269700333,900,2,0,0,0,2,0
"15951",0.165858987,50,0,0.103452339,8486,9,0,0,0,0,0
"15952",0.012794505,44,0,0.091909008,12000,7,0,1,0,0,0
"15953",0.9999999,42,0,0.48421654,7000,7,0,2,0,2,0
"15954",0.00243769,50,0,0.2095165,14332,6,0,3,0,0,0
"15955",0.030532963,55,0,0.243822311,7000,14,0,2,0,2,0
"15956",0.065442021,57,0,0.595280944,5000,25,0,1,0,2,0
"15957",0.021686203,59,0,0.150827987,13405,10,0,1,0,0,0
"15958",1.087690662,53,3,0.628716171,7500,22,0,2,1,2,1
"15959",0.794538251,49,0,3443,NA,8,0,1,0,2,0
"15960",0.16093059,28,0,0.132641292,2600,3,0,0,0,1,0
"15961",0.485309055,50,3,0.287764706,8499,9,0,2,0,1,1
"15962",0.021430056,67,0,0.007029451,8250,12,0,0,0,0,0
"15963",1.005293835,50,0,0.225109956,2500,7,0,0,0,3,1
"15964",0.008781144,55,0,0.005433601,4600,4,0,0,0,0,0
"15965",0.010577308,35,0,0.326472899,6364,9,0,1,0,0,0
"15966",0.287609786,73,0,0.761699064,8333,45,0,3,0,0,0
"15967",0.560304962,30,0,0.216356729,5000,7,0,1,0,1,0
"15968",0.048899389,64,0,237,NA,6,0,0,0,0,0
"15969",0.722951803,29,1,0.353021354,2200,8,0,0,0,1,1
"15970",0.860227954,26,0,0.331077564,1920,4,0,0,0,0,1
"15971",0.131281853,60,0,1016,NA,15,0,1,0,0,0
"15972",0.102254221,71,0,0.573550414,3500,4,0,1,0,0,0
"15973",0.092178156,67,0,1901,NA,7,0,1,0,0,0
"15974",0.07278092,57,0,1757,NA,13,0,1,0,2,0
"15975",0.004269067,46,0,0.001171417,2560,5,0,0,0,0,0
"15976",0.569511958,56,0,0.238338725,9582,6,0,1,0,1,0
"15977",0.011525873,52,0,0.342555814,7300,14,0,2,0,2,0
"15978",0.002630475,65,0,0.302473262,2991,21,0,1,0,0,0
"15979",0.022786749,76,0,2748,NA,5,0,1,0,0,0
"15980",0.026626667,71,0,45,NA,5,0,0,0,0,0
"15981",0,49,0,0.501374222,6912,10,0,2,0,2,0
"15982",0.823169753,61,0,0.615393159,9003,19,0,2,0,0,0
"15983",0.761238761,25,0,0.047569804,2900,3,0,0,0,0,0
"15984",0.039390948,62,0,0.492728828,4675,13,0,1,0,0,0
"15985",0.021929522,68,0,9,NA,3,0,0,0,0,0
"15986",0.393645523,64,0,0.20203257,8166,6,0,1,0,0,0
"15987",0.129320177,62,0,0.208558288,5000,7,0,0,0,0,0
"15988",0.9999999,43,0,1633,NA,3,0,1,0,0,1
"15989",0.006509776,55,0,3514,NA,20,0,4,0,4,0
"15990",0.498350055,32,0,0.29422105,4550,7,0,0,0,0,0
"15991",0.9999999,23,0,0.159900062,1600,1,0,0,0,0,1
"15992",0.498877414,73,0,0.479604079,3333,17,0,3,0,0,0
"15993",0.234190662,51,0,0.703119702,11795,22,0,6,0,1,1
"15994",0.9999999,27,0,10,NA,0,0,0,0,0,1
"15995",0.480934883,36,0,0.08627339,7000,5,0,0,0,0,0
"15996",0.077690949,42,0,0.330794134,5250,11,0,2,0,2,0
"15997",0,65,0,1396,NA,3,0,1,0,0,0
"15998",0.044473069,73,0,0.870625875,5000,10,0,4,0,0,0
"15999",0.078940059,48,0,1950,NA,4,0,1,0,0,0
"16000",0.325214716,43,0,619,NA,3,1,0,1,0,1
"16001",0.065308982,61,0,4138,NA,20,0,3,0,2,0
"16002",0.051140688,67,0,0.310627178,5739,18,0,2,0,0,0
"16003",0,53,0,2366,0,7,0,1,0,0,0
"16004",0.720978954,47,0,0.275055405,4060,8,1,0,1,4,1
"16005",0.118907544,77,1,0.162810626,3500,6,0,0,0,1,0
"16006",0.085663398,68,0,0.341144308,5120,12,0,1,0,0,0
"16007",0.080783843,78,0,0.017589577,1534,4,0,0,0,0,0
"16008",0.015578908,43,0,0.498984624,10340,17,0,6,0,1,0
"16009",0.4415984,60,0,1.200799867,6000,9,0,5,0,1,1
"16010",0.492299461,41,0,0.555856833,20283,13,0,5,0,2,1
"16011",0.024019717,75,0,0.013768686,2541,5,0,0,0,0,0
"16012",0.971405719,29,0,779,NA,3,0,0,0,0,1
"16013",0.9999999,40,0,60,NA,0,0,0,0,NA,1
"16014",0.119122022,52,0,0.351464854,10000,8,0,2,0,3,0
"16015",0.528473804,33,0,0.265052427,9250,6,0,1,0,0,0
"16016",0.242922317,44,0,0.358650504,11796,9,0,2,0,3,0
"16017",0.684376305,68,0,0.201848708,5300,5,0,1,0,0,0
"16018",0.019617572,45,0,0.445846227,4200,8,0,1,0,2,0
"16019",0.10162654,37,0,0.572261558,2400,9,0,1,0,5,0
"16020",0.177022274,37,0,1342,NA,7,0,2,0,0,0
"16021",0.019999206,55,0,14,NA,4,0,0,0,NA,0
"16022",0.014860368,43,0,0.306794524,15850,10,0,2,0,0,0
"16023",0.905895748,36,1,0.99429943,3332,9,0,1,0,0,1
"16024",0.007367094,74,0,0.21763471,1428,5,0,0,0,0,0
"16025",0.060016027,40,0,2.163612129,3000,20,0,1,0,0,0
"16026",0.610853267,55,0,230,NA,3,0,0,0,NA,0
"16027",0.9999999,29,0,0.263742365,1800,2,4,0,1,0,1
"16028",0.194860171,47,0,0.235200545,8800,7,0,1,0,3,0
"16029",1.032983508,33,2,0.205267938,1100,6,0,0,0,1,1
"16030",0.9999999,35,0,0.322334708,8000,3,0,1,0,0,0
"16031",0.976688825,51,0,0.952841193,6000,14,0,1,0,3,1
"16032",0.043490683,45,0,0.171193152,25000,8,0,1,0,2,0
"16033",0.00679864,31,0,0.060578247,6536,4,0,0,0,1,0
"16034",0.610530993,33,0,0.318068193,10000,7,0,2,0,3,0
"16035",0.707129287,43,0,0.739948119,3083,8,0,2,0,0,0
"16036",0.000428952,60,0,0.323648912,17966,15,0,3,0,0,0
"16037",0.539897585,48,2,0.309967025,9400,7,0,1,0,1,1
"16038",0.044288308,70,0,0.230363142,6250,10,0,2,0,0,0
"16039",0.006088531,61,0,14,NA,8,0,0,0,NA,0
"16040",0.470318521,79,2,0.219717853,6166,8,0,0,0,1,0
"16041",0.004232067,66,0,716,NA,12,0,1,0,0,0
"16042",0.406843472,62,0,0.352048902,4416,11,0,0,0,0,0
"16043",0.124971597,80,0,0.029136316,960,6,0,0,0,0,0
"16044",0,25,0,0.143942423,2500,6,0,0,0,0,0
"16045",0.077792264,27,1,0.206042956,2746,3,3,0,2,0,1
"16046",0.019646288,27,0,0.009369144,1600,12,0,0,0,0,0
"16047",0.058806934,55,0,1243,NA,12,0,1,0,0,0
"16048",0.220077992,50,0,0.259307986,7600,4,0,1,0,1,0
"16049",0.849259597,58,1,0.30059585,14600,13,0,0,0,1,1
"16050",0.100901056,42,0,0.423510927,7000,11,0,3,0,0,0
"16051",0.962721342,61,2,0.603479304,5000,11,0,1,0,0,1
"16052",0.06532042,52,0,0.00973607,17049,5,0,0,0,3,0
"16053",0.00367322,90,0,1,NA,3,0,0,0,NA,0
"16054",0.118219474,58,0,0.624572149,5550,23,0,2,0,0,0
"16055",0.03549645,59,0,0.002527167,3956,2,0,0,0,0,0
"16056",0.457227461,51,0,0.705147059,5439,11,0,2,0,4,0
"16057",0.006095122,47,0,1085,NA,5,0,1,0,2,0
"16058",0.103261606,68,2,3114,NA,28,0,2,0,0,1
"16059",0.148034162,78,0,0.469932867,7000,12,0,1,0,0,0
"16060",0,37,0,0.315164221,4292,4,0,1,0,0,0
"16061",0,61,1,0.307788421,2400,3,0,0,0,0,0
"16062",0.047847608,68,0,0.269738421,4166,2,0,1,0,0,0
"16063",0.452248368,49,0,0.677205429,6483,6,0,2,0,1,0
"16064",0.9999999,66,0,0.306939916,2146,2,0,0,0,0,0
"16065",0.02058543,58,0,682,NA,6,0,1,0,1,0
"16066",0.063630579,59,0,21,NA,1,0,0,0,0,0
"16067",1.549450549,28,2,0.88527017,1350,2,7,0,1,3,1
"16068",0.194219406,54,0,915,NA,12,0,0,0,0,0
"16069",0,36,0,0.1992002,4000,3,0,1,0,0,0
"16070",0.002077313,57,0,0.309446037,15000,16,0,2,0,3,0
"16071",0.014670997,63,1,0.204746524,7120,14,0,2,0,2,0
"16072",0.016344221,41,0,0.006493506,2771,5,0,0,0,4,0
"16073",0.023614274,68,0,0.005089647,8644,6,0,0,0,0,0
"16074",0.398915174,75,1,0.306769323,10000,18,0,1,1,0,1
"16075",0.040348109,72,0,0.568965517,1101,20,0,0,0,0,0
"16076",0.464710706,54,0,0.397001666,1800,3,0,0,0,1,0
"16077",0.989357036,48,0,0.526689244,6200,15,0,2,0,2,1
"16078",0.03390872,47,1,0.680617496,11659,13,0,6,0,1,0
"16079",0.90098819,43,1,0.813145217,2905,8,0,1,0,0,1
"16080",0.150474921,44,0,0.629165556,3750,7,0,1,0,0,0
"16081",0.262727688,73,0,0.593582888,5422,10,0,4,0,0,0
"16082",0.234316286,40,0,0.226695684,8270,7,0,1,0,3,0
"16083",0.736488739,34,0,0.469581427,5900,9,0,2,0,0,1
"16084",0.007766408,76,0,0.001999334,3000,3,0,0,0,0,0
"16085",0.043565205,35,0,0.380032468,6159,8,0,2,0,1,0
"16086",0,62,0,0.117153139,2500,13,0,0,0,0,0
"16087",0.112353422,28,0,0.026659557,3750,4,0,0,0,0,0
"16088",0.073757402,71,0,0.114230862,8333,5,0,1,0,0,0
"16089",0.855429714,58,0,0.369834317,5250,3,0,1,1,0,1
"16090",0,46,0,0.221694576,4000,7,0,0,0,0,0
"16091",0.857232766,36,2,5195,NA,16,0,2,1,0,1
"16092",0.057263326,58,0,2627,NA,7,0,1,0,0,0
"16093",0.126321841,63,0,0.496209182,16750,9,0,4,0,0,0
"16094",0.957423177,39,0,0.223993515,3700,6,1,0,0,2,1
"16095",0.288471153,58,0,0.042978511,2000,3,0,0,0,0,0
"16096",0.043859414,33,0,0.760699781,3200,4,0,1,0,0,0
"16097",0.9999999,45,0,0,NA,1,0,0,0,0,1
"16098",0.854626002,61,0,0.821029828,6000,21,0,2,0,0,0
"16099",0.045272026,37,0,0.625254582,5400,5,0,2,0,0,0
"16100",0.870125542,37,0,0.18555052,3750,6,0,0,0,0,1
"16101",0.040623393,59,0,0.838332807,6333,26,0,3,0,1,0
"16102",0.004968654,72,0,0.480515192,9083,14,0,4,0,0,0
"16103",0.026228993,27,0,15,NA,3,0,0,0,0,0
"16104",0.146748165,34,0,0.206236231,5900,6,0,1,0,1,0
"16105",0.030241538,74,0,0.186275853,7300,11,0,2,0,1,0
"16106",0.618229638,45,0,0.43232096,5333,8,0,2,0,0,0
"16107",0.110339705,62,0,0.212638376,2167,4,0,0,0,0,0
"16108",0.9999999,26,0,0.169067921,3400,2,0,0,0,0,1
"16109",0.284451311,64,0,0.51616128,3000,9,0,1,0,0,0
"16110",0.900332226,38,0,0.192320878,5833,4,0,0,0,3,1
"16111",0.021513305,64,0,0.247501,2500,16,0,0,0,2,0
"16112",0.03915408,79,2,0.016396721,5000,13,0,0,0,0,0
"16113",0.02514142,85,0,12,NA,2,0,0,0,0,0
"16114",0.104501579,65,0,0.723736823,11003,17,0,3,0,1,0
"16115",0.059006351,37,0,570,NA,6,0,0,0,0,0
"16116",0.005190229,54,0,0.34495688,2666,6,0,1,0,2,0
"16117",0.01086862,43,0,1062,NA,2,0,1,0,NA,0
"16118",0.238885822,32,0,0.16734055,7666,9,0,0,0,3,0
"16119",0.9999999,36,0,0.886761032,1200,3,0,1,0,2,1
"16120",0.9999999,46,0,170.39801,401,3,2,0,0,2,1
"16121",0.779088729,52,0,0.258882342,5600,9,0,1,0,0,0
"16122",0.007523571,69,0,0.24688057,4487,9,0,2,0,0,0
"16123",0.242758556,30,1,0.270881403,4333,8,0,0,0,0,1
"16124",0.159106619,43,0,0.328207593,2080,7,0,0,0,0,0
"16125",0,45,0,0.382853787,3405,13,0,0,0,3,0
"16126",0.465304811,54,0,0.387474061,5300,10,0,2,0,0,0
"16127",0.592497263,33,0,1732,NA,12,0,0,0,4,1
"16128",0.003171338,48,0,0.000427533,7016,2,0,0,0,0,0
"16129",0.168627338,52,0,0.381661834,10000,14,0,2,0,3,0
"16130",0.001234537,61,0,0.197526533,11400,8,0,1,0,0,0
"16131",0.033094253,65,0,809,NA,17,0,1,0,0,0
"16132",0.052358447,71,0,0.245775422,10000,15,0,2,0,2,0
"16133",0.106262313,54,0,872,NA,10,0,1,0,0,0
"16134",0.054526135,49,0,0.543936954,11800,12,0,4,0,2,0
"16135",0.874802735,33,0,0.013448607,5204,4,0,0,0,0,1
"16136",0.226071126,65,0,0.161349693,1629,3,0,0,0,0,0
"16137",0.081618049,57,0,0.37462396,5650,12,0,1,0,0,0
"16138",0.379941838,73,0,1.903225806,929,17,0,0,0,0,0
"16139",0.434007833,65,0,0.705486202,6087,20,0,3,0,0,0
"16140",0.929364572,33,1,0.281286452,6000,6,0,1,0,0,1
"16141",1.012222366,56,1,0.834120865,16083,19,0,5,0,4,1
"16142",0.017894266,53,0,0.005427021,3500,2,0,0,0,0,0
"16143",0.178357626,41,0,0.730283155,6250,24,0,2,0,0,0
"16144",0.9999999,44,98,0,NA,0,98,0,98,0,1
"16145",0.719882282,56,0,0.535513838,5166,8,0,2,0,1,0
"16146",0.249008508,29,0,0.275097784,2300,8,0,0,0,0,0
"16147",0.026793786,93,0,0.006959443,4166,4,0,0,0,0,0
"16148",0,37,0,1.776447106,500,5,0,1,0,2,0
"16149",0.664670659,66,0,0.112943528,2000,2,0,0,1,0,0
"16150",0.200239988,49,0,0.341980813,7400,11,0,2,0,2,0
"16151",0.290095372,55,0,0.207976891,9000,16,0,0,0,0,0
"16152",0.005071968,37,0,0.191961925,20800,11,0,1,0,2,0
"16153",0.9999999,46,2,0.373608431,6736,3,0,1,0,0,1
"16154",0.01609839,31,0,0.020815987,1200,2,0,0,0,0,0
"16155",0.017455741,56,0,0.673261885,10916,16,0,5,0,3,0
"16156",0.167494417,41,0,0.212044593,8700,6,0,2,0,0,0
"16157",0.003222103,67,0,2,NA,2,0,0,0,0,0
"16158",0.059300121,42,0,124,NA,6,0,0,0,0,0
"16159",0.470828075,39,0,1.074106749,2266,5,0,1,0,0,0
"16160",0,49,0,1055,NA,5,0,1,0,0,0
"16161",0.624061527,61,1,0.135957471,8840,4,0,0,0,0,1
"16162",0.487266553,36,0,0.440243512,3120,7,0,0,0,0,0
"16163",0.418665329,53,0,0.388021825,7880,15,0,1,0,0,0
"16164",0.121923324,61,0,0.424029921,6416,11,0,1,0,0,0
"16165",0.330162987,57,0,2959,NA,8,0,2,0,0,0
"16166",0.06621649,30,0,1262,NA,11,0,2,0,NA,0
"16167",0.025449287,48,1,0.216904413,7500,3,0,1,0,1,0
"16168",0.085179981,67,2,0.49255721,4500,5,0,1,0,0,0
"16169",0.027119487,56,0,2395,0,17,0,1,0,0,0
"16170",0.813834099,48,0,0.057070156,2750,9,0,0,0,0,1
"16171",0.24099036,52,0,0.536239933,3600,8,0,2,0,0,0
"16172",0.411270502,66,0,2374,NA,8,0,1,0,0,0
"16173",0.032124554,49,0,69,NA,9,0,0,0,0,0
"16174",0.197964738,49,1,0.120712741,9708,7,0,2,0,2,0
"16175",0.022116298,42,0,0.006977992,5588,4,0,0,0,1,0
"16176",0.796000088,43,1,0.600037732,10600,13,0,2,0,2,1
"16177",0.846034215,29,0,0.116402116,1889,2,0,0,0,0,1
"16178",0.324519498,60,0,1105,NA,3,0,1,0,0,0
"16179",0.090928433,48,0,0.523888155,9083,10,0,4,0,0,0
"16180",0.221268086,67,0,1.714071482,4000,9,0,3,0,0,0
"16181",0.012913917,50,0,0.137160032,13640,7,0,3,0,0,0
"16182",0.9999999,35,0,0.033644288,6538,0,4,0,0,1,1
"16183",0.357452446,42,1,0.35110601,9583,11,0,2,0,2,1
"16184",0.940658528,29,0,0.291612342,2300,6,0,0,0,0,1
"16185",0.169349509,37,0,0.344469191,6734,11,0,2,0,2,0
"16186",0.006620233,87,0,0.00036357,5500,1,0,0,0,0,0
"16187",0.004922594,35,0,0.790365273,5666,12,0,2,0,0,0
"16188",0.436807151,60,0,0.285761902,18000,11,0,1,0,0,0
"16189",0.012376157,86,0,33,NA,13,0,0,0,0,0
"16190",0.000571417,56,0,0.853537954,9708,12,0,1,0,0,0
"16191",1.041972019,35,1,0.136184581,5330,7,0,0,0,2,1
"16192",0.024593422,60,1,0.177132735,17500,23,0,1,0,0,0
"16193",0.231854714,67,0,0.181321513,9700,10,0,1,0,1,0
"16194",0,55,0,0.122550766,2806,2,0,0,0,3,0
"16195",0.218315427,35,0,0.4834693,6986,8,0,1,0,0,0
"16196",0.969354744,40,0,1.616826322,2400,3,0,1,0,2,1
"16197",0.340886371,31,0,942,NA,6,0,0,0,0,0
"16198",0.083327547,48,0,0.208313334,10416,7,0,2,0,2,0
"16199",0.573680877,63,0,0.432925366,4166,5,0,1,0,1,0
"16200",0.619075378,32,3,0.157745065,5977,13,0,0,1,0,1
"16201",0.145568815,33,0,0.137113169,4426,3,0,0,0,0,0
"16202",0.010639659,56,0,0.24035193,5000,14,0,1,0,1,0
"16203",0.248649932,55,0,0.078733471,8242,8,0,0,0,0,0
"16204",0.951087409,51,0,0.182651191,4910,2,0,1,0,1,0
"16205",0.352941176,67,0,2485,NA,8,0,1,0,0,0
"16206",0.035683709,35,0,0.365793201,5647,8,0,0,0,2,0
"16207",0.085951701,60,0,0.554081076,5500,9,0,1,1,0,1
"16208",0.029096275,42,1,0.152088345,9145,5,0,1,0,0,0
"16209",0.546418877,70,0,0.503272251,4583,9,0,2,0,1,0
"16210",0.007162986,59,0,0.990577434,4138,30,0,2,0,1,0
"16211",0.040355702,46,0,0.245660347,12500,9,0,2,0,0,0
"16212",0.008966049,74,0,0.178102551,4036,18,0,1,0,1,0
"16213",0.153960208,45,0,4541,NA,8,0,2,0,3,0
"16214",0.059393219,42,0,0.116525565,15000,5,0,1,0,0,0
"16215",0.577460425,47,0,0.474059572,7150,6,0,2,0,3,0
"16216",0.017310387,70,0,0.088763468,3897,10,0,0,0,0,0
"16217",0.400509045,52,0,0.339422408,5747,5,0,1,0,0,0
"16218",0.9999999,52,1,0.37175,3999,3,3,1,3,0,1
"16219",0.740293974,28,0,0.681751179,6783,9,0,1,0,0,1
"16220",0.4426569,29,0,3735,NA,12,0,1,0,0,0
"16221",1.065947147,44,1,0.749922094,6417,10,0,3,0,0,1
"16222",0.11840277,61,0,0.572259589,5500,13,0,2,0,0,0
"16223",0.640805263,49,4,0.389717524,12000,22,0,2,0,1,1
"16224",0.135155698,47,0,0.266821602,9035,8,0,2,0,2,0
"16225",0.108480265,58,0,0.3985932,2558,6,0,1,0,0,0
"16226",0.028219436,69,0,0.024263432,1730,5,0,0,0,0,0
"16227",0.0382386,64,0,0.268942333,11600,18,0,2,0,1,0
"16228",0.07577676,51,0,0.396095974,4917,3,0,1,0,0,0
"16229",0.005084175,78,0,25,NA,24,0,0,0,0,0
"16230",0,60,0,0.51747712,9068,9,0,2,0,0,0
"16231",0.01376541,43,0,0.345850461,9000,9,0,2,0,5,0
"16232",1.159885796,47,0,0.075974675,3000,2,0,0,1,1,1
"16233",0.01818511,74,0,0.003697111,7302,4,0,0,0,0,0
"16234",0,84,0,0.048983672,3000,7,0,0,0,0,0
"16235",0.955758386,52,0,0.24948319,9190,13,0,2,0,4,1
"16236",0.534764349,52,0,0.429829891,6583,9,0,2,0,3,0
"16237",0.054374171,59,0,0.287040343,2800,15,0,1,0,0,0
"16238",0.072676709,38,0,0.178152887,9300,14,0,1,0,1,0
"16239",0.675750251,40,1,0.628097242,8555,13,0,3,0,2,1
"16240",0.523764454,69,1,0.568842105,4749,11,0,2,0,0,1
"16241",0.9999999,44,0,1255,NA,4,0,1,0,2,1
"16242",0.07759612,63,0,0.243883189,3800,7,0,1,0,0,0
"16243",0.007953303,38,0,1055,NA,7,0,2,0,0,0
"16244",0,56,0,1.009596162,2500,4,0,1,0,0,0
"16245",0.095780458,46,0,0.38203012,11752,11,0,1,0,1,0
"16246",0.370862914,52,0,0.432456936,4411,8,0,2,0,0,0
"16247",0.005947619,70,0,0.769160998,2204,12,0,1,0,0,0
"16248",0.026742942,72,0,0.005664778,3000,1,0,0,0,0,0
"16249",0,33,0,0.106886354,7100,5,0,0,0,2,0
"16250",0.007135384,50,0,0.080311722,9238,9,0,1,0,3,0
"16251",0.366314318,44,0,3207,NA,16,0,2,0,0,0
"16252",0.043413692,44,0,0.185678499,16366,10,0,2,0,1,0
"16253",0.018328476,69,0,0.248886361,10550,12,0,1,0,0,0
"16254",0.015699215,77,0,9,NA,2,0,0,0,0,0
"16255",0.438135702,82,0,0.126988407,7417,7,0,1,0,0,0
"16256",0.9999999,44,0,0.555582004,4200,6,0,2,0,0,0
"16257",0.038666667,25,0,38,NA,3,0,0,0,0,0
"16258",0.031896345,49,0,0.831955393,5200,7,0,2,0,1,0
"16259",0.968210783,56,0,2234,NA,8,0,1,0,0,0
"16260",0.17328825,48,1,0.591654446,7500,14,0,2,0,0,0
"16261",0.115243785,58,0,0.337742023,7333,11,0,1,0,0,0
"16262",0.02402711,85,0,25,NA,2,0,0,0,0,0
"16263",0.147164506,48,0,0.099173554,3750,5,0,0,0,0,0
"16264",0.08939125,45,0,0.402123089,7912,7,0,2,0,0,0
"16265",0.9999999,45,0,0.332472007,1160,8,0,0,0,1,1
"16266",0.9999999,55,0,0.449263613,7400,5,0,2,0,1,0
"16267",0.140502521,48,1,1.196633894,6000,13,0,3,0,2,1
"16268",0.127713838,59,0,0.268538517,12500,20,1,3,0,0,0
"16269",0.014070174,64,1,0.379034562,3500,11,0,0,0,0,0
"16270",0.9999999,39,2,0.357351104,2400,5,0,0,2,1,1
"16271",0.086363926,28,0,0.085092202,4500,7,0,0,0,0,0
"16272",0.104219174,74,0,0.354536489,2027,7,0,1,0,0,0
"16273",0.239515323,85,0,122,NA,4,0,0,0,0,0
"16274",0.195977104,54,0,0.420998101,5790,13,0,1,0,1,0
"16275",0.11981507,56,0,0.250441956,8484,15,0,1,0,2,0
"16276",0.101289871,45,0,0.109944312,6284,10,0,0,0,0,0
"16277",0.355182241,36,0,0.226291969,9500,4,0,1,0,0,0
"16278",0.659983582,51,1,0.164307004,10735,6,0,0,0,3,1
"16279",0.041192438,54,0,0.310672332,4000,10,0,1,0,2,0
"16280",0.000488542,47,1,1473,0,14,0,1,0,2,0
"16281",0.9999999,78,0,33,NA,2,0,0,0,0,0
